ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseRoom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum
151,汉阳四新四新中路新城璟棠,114.19639047294994,30.522180444909026,13140,168.0,127.86,4,8,南,5.0,1,满二年,低层,33.0
152,洪山欢乐谷智和路108号东方雅园(三期),114.39510072670032,30.615209739335768,10235,89.0,86.96,3,6,南,12.0,1,满五年,高层,25.0
153,洪山白沙洲双沁二路1号楚天都市沁园,114.2845031228139,30.45947441491045,9685,130.0,134.23,3,7,南北,6.0,1,,低层,32.0
154,东西湖常青花园奥园西路5号美联奥林匹克花园(五期),114.23075668206975,30.660600848698685,11732,129.0,109.96,3,7,南,9.0,0,,低层,33.0
155,硚口宝丰京汉大道213号同馨花园雍豪府,114.25146270193568,30.577356266972583,22793,205.0,89.94,2,5,南,10.0,0,,低层,44.0
156,青山余家头园林路90号美地家园,114.3656332362627,30.60790563571176,14826,210.0,141.65,3,7,南北,18.0,0,,高层,10.0
157,青山和平大道建设十一路22号城投秀水青城,114.4119202617168,30.648626558703565,10225,109.0,106.61,3,6,南,3.0,1,,低层,34.0
158,东西湖金银湖金山大道187号万科高尔夫城市花园,114.20615427214932,30.645007285529616,14090,128.0,90.85,2,5,东南,12.0,0,,中层,27.0
159,洪山新南湖野芷湖西路10号保利心语(七期),114.31888779375444,30.483287640931405,15652,136.0,86.89,3,6,南北,11.0,1,,高层,24.0
160,黄陂前川前川街188号黄陂人信城,114.3679340021837,30.894087265740044,7599,73.5,96.73,3,6,南,9.0,0,满五年,低层,34.0
161,洪山关山关山大道泛悦城,114.41168889351584,30.50686173299805,26759,321.0,119.96,3,7,南北,3.0,1,满二年,中层,58.0
162,洪山新南湖文馨街108号大华南湖公园世家西区,114.3282993732331,30.49696009369636,18548,169.8,91.55,2,5,南,12.0,1,,中层,26.0
163,汉阳四新四新大道163号广电兰亭盛荟(四期),114.231051928391,30.516311561310665,13000,132.0,101.54,3,7,南北,3.0,1,,低层,33.0
