ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseRoom,houseOrientation,houseAge
965,温江万春镇春平路66号鹭湖宫11区A区,103.82098735342052,30.736818293035306,9454,79.9,84.52,2,5,东南,6.0
966,新都新繁列维士路369号香江紫钻,104.01024160250294,30.861656814261263,5377,46.8,87.04,2,5,南北,10.0
967,武侯红牌楼长城西三路南山凌峯,104.02675885384912,30.62899486013314,25455,280.0,110.0,3,7,南北,2.0
968,新津新津城区惠丰路22号惠丰路22号院,103.80534047717998,30.41304388061999,5889,53.0,90.0,3,6,南北,24.0
969,"成华龙潭寺华冠路3号,华彩路4号秀林苑东区",104.17089770479474,30.70058427035926,9656,51.0,52.82,2,4,南北,12.0
970,大邑大邑城区箭道街161号惠仁园,103.51887858732742,30.59244848800661,3495,31.8,91.0,2,4,南,18.0
971,金堂三星星文路1118号竹林别院,104.44645726098412,30.855579018967003,4600,37.0,80.44,2,5,东,6.0
972,彭州彭州城区金华西路一段159号朋城远界,103.95681946233364,30.992223299935045,7062,79.8,113.0,3,7,南北,11.0
973,郫都郫筒望丛中路732号国安尚郡,103.88621512598992,30.80314039571044,6271,53.8,85.8,2,5,东南,13.0
974,"天府新区华阳富民路一段133号,富民路一段1号海棠金宇府河花园",104.05353802412212,30.517591621206098,9788,176.0,179.83,4,8,东西,22.0
975,"天府新区华阳和平路74号,滨河路二段9号向阳名居",104.0463066368033,30.515805537430428,10000,156.0,156.0,4,8,南北,19.0
976,高新区大源高新区南华路788号合能璞丽,104.03543653251968,30.54587161401688,36086,500.0,138.56,5,10,南,6.0
977,"崇州羊马崇阳大道2199号,嘉裕大道一段136号嘉裕第六洲(别墅)",103.7727228155843,30.643113479474515,12139,193.0,159.0,4,8,南北,7.0
978,高新区大源天府四街1999号朗基御今缘,104.02781590980057,30.54322071097466,43244,640.0,148.0,4,9,南北,6.0
979,龙泉驿滨河片区龙都北路399号龙都国际,104.28326300897928,30.582157221825288,10370,76.0,73.29,2,5,南,7.0
980,新津新津城区东篱路100号龙光玖龙府(二期),103.8777475729576,30.477900082873745,9123,92.0,100.85,3,7,南北,5.0
981,郫都犀浦华都大道东一段368号宇众悦府,103.98385118097356,30.749247181298635,15795,80.0,50.65,2,4,南北,8.0
982,高新区新北新乐北街3号新北小区三期,104.04113838435975,30.60876273149245,12071,73.0,60.48,2,4,南北,19.0
983,龙泉驿龙泉驿周边长柏路18号世纪名居,104.26823633098492,30.55914955106733,5393,72.8,135.0,3,7,东西,22.0
984,高新区大源盛华南路80号复地雍湖湾,104.05160105704545,30.55229348709141,33311,485.0,145.6,4,8,西南,10.0
985,简阳城东新区东壮路733号京汉新城悦隽江山,104.54715790011784,30.432839884347025,7795,99.9,128.17,4,8,南北,3.0
986,简阳城东新区人民路50号河东花园B区,104.54764542992504,30.411023686214403,6589,73.8,112.02,3,7,南北,12.0
987,金牛九里堤泊木三街153号保利时代云央花园,104.06015721428608,30.694468682064173,27913,368.0,131.84,4,8,南,2.0
988,锦江盐市口大塘坎街66号蓝光皇后国际,104.0702089786208,30.65098577267285,40676,253.0,62.2,2,4,南北,15.0
989,锦江红星路红星路三段10号附3号第一城普宅,104.07747366849848,30.657593045784456,10277,66.8,65.0,2,6,南北,3.0
990,新都斑竹园锦绣路126号北欧知识城中欧住宅(二期),104.07155373007792,30.80828706991476,17298,320.0,185.0,5,11,南,8.0
991,新都三河紫桐路255号保利玫瑰郡,104.1444688304766,30.75132794926657,9709,128.0,131.85,4,8,东南,13.0
992,天府新区华阳滨河路一段207号府河菁华,104.05653530165834,30.94903350992968,10198,75.0,73.55,2,5,南北,21.0
993,温江万春镇春江南路168号春江青龙湾,103.83941304338244,30.71869359704624,7890,83.0,105.2,3,7,西南,13.0
994,锦江春熙路梓潼桥西街2号正成财富ID(商住楼),104.07860081173406,30.662736112217427,10064,79.5,79.0,2,5,南,4.0
995,"邛崃市邛崃城区司马大道228号,南宁街216号司马赋",103.45133418089486,30.40395139740873,9286,95.8,103.17,3,7,南北,8.0
996,高新区中和中和大道四段489号万科璟南堂南区,104.10158138625545,30.554586650623648,26856,335.0,124.74,4,8,南,3.0
997,大邑大邑城区雪山大道777号保利中央峰景,103.49021577273784,30.57708249625876,8450,94.8,112.2,3,7,南北,9.0
998,"郫都郫筒梨园路一段987号,中信大道四段836号上河苑",103.86624791841687,30.826517177724195,6540,53.0,81.04,2,4,南北,11.0
999,锦江琉璃厂琉璃中街30号柳江新居三期,104.09328979170864,30.604772220236967,9196,80.0,87.0,3,7,南北,16.0
1000,新都石油大学金鹏路568号雅舍河畔,104.16723443013504,30.818336476691748,7784,85.0,109.2,3,6,南,15.0
1001,金堂金堂城区观岭大道1号附7号观岭花湖,104.40698638259532,30.87623694165396,10477,176.0,168.0,4,9,南,12.0
1002,"简阳城东新区公园后街17号,江月街51号,银安街33号,银安街57号海上花园",104.53860394389956,30.401359870702823,6045,53.8,89.0,2,5,南北,13.0
1003,武侯高攀路火车南站东路10号三度空间,104.07801378991851,30.611942673919263,19215,90.0,46.84,1,3,南北,13.0
1004,高新区中和朝阳路343号金桂花园银桂园,104.09488429912186,30.565337540892635,12765,209.0,163.74,4,10,南,19.0
1005,双流东升镇航园路136号天麓御府,103.92239098884104,30.59811341765216,24167,340.0,140.69,4,9,东,3.0
1006,高新区城南宜家诚通路300号人居盛和林语北区,104.05401646849808,30.604680608821663,35003,560.0,159.99,4,9,南,5.0
1007,温江永宁镇八一路南段99号学府杏林一期A区,103.90160466406373,30.715591001173543,7780,112.0,143.97,4,8,南北,11.0
1008,郫都郫筒望东路109号鹃城园(四期),103.8918689089712,30.800500081655624,6721,49.0,72.91,2,5,南,24.0
1009,龙泉驿阳光城阳光大道89号金山御景蓝湾,104.31136307855336,30.606911871442584,6500,65.0,100.0,3,7,西南,8.0
1010,新都大丰花都大道783号丰和日丽,104.05525217831875,30.76237723151953,9122,140.0,153.48,4,8,东西,19.0
1011,青白江凤凰新城同华大道199号凯斯顿华府,104.27047659549474,30.885200457165134,5293,59.8,113.0,3,7,东南,13.0
1012,"温江永宁镇永文路,近宁泰路碧桂园十里源墅(别墅)",103.91058095910763,30.718348246601725,16163,298.0,184.38,4,9,南北,4.0
1013,锦江攀成钢通盈街88号绿地锦天府,104.10142409345444,30.633941274278907,30233,560.0,185.23,3,8,南北,9.0
1014,新都三河零二四乡道蝴蝶谷东区,104.14491281165375,30.74763477041109,16185,560.0,346.0,5,15,南北,12.0
1015,武侯机投镇武青南路6号华都星公馆(二期),103.9772917697936,30.64631434917225,10235,188.0,183.7,4,8,南北,18.0
1016,龙泉驿航天片区星光东路99号霏红榭1期,104.2638233998391,30.54979684516168,8640,112.0,129.63,3,7,南北,17.0
1017,邛崃市邛崃城区长安大道725号上林郡,103.47638077327984,30.401764568438708,6914,73.8,106.75,3,7,南,7.0
1018,高新区金融城交子大道199号中海城南一号,104.0548058162918,30.582401367307256,60065,1480.0,246.4,4,10,南北,11.0
1019,郫都犀浦泰山北街92号水榭花都,103.96250198505928,30.76411784544232,7800,78.0,100.0,3,6,南北,20.0
1020,崇州羊马嘉洲路1188号恒大银海湖(一期),103.75495697216752,30.6351008335158,8347,115.0,137.78,4,9,南北,3.0
1021,大邑大邑城区大邑大道123号西岭名苑,103.52490224751028,30.57657656849532,5026,58.8,117.0,3,6,南,15.0
1022,龙泉驿阳光城同安路101号自由假日,104.30055212930282,30.61228841956322,5103,39.8,78.0,3,7,南,21.0
1023,武侯川大郭家桥正街7号海蓉新邨,104.0798480514008,30.624747754935605,15819,87.0,55.0,2,4,南北,26.0
1024,郫都安德彭温路203号杜鹃城千万间,103.80045268581998,30.876807053490705,5225,41.8,80.0,2,5,南北,6.0
1025,金堂金堂城区金琅北街12号金茂悦,104.383833176402,30.855860379642813,9111,163.8,179.79,4,9,南北,3.0
1026,新都大丰大天路999号尚林花园,104.083024079426,30.761875259791367,11842,80.0,67.56,2,5,南,11.0
1027,崇州崇州城区早兴街55号阳光锦园,103.66911472126404,30.64509064867644,5371,47.8,89.0,2,5,南北,15.0
1028,新都新都老城区宝光大道南段66号油缸厂小区,104.14752526472432,30.821689146061008,6049,75.0,124.0,3,7,南,44.0
1029,郫都安靖方安路98号尚公馆,104.01404756611149,30.77308027490694,7376,60.0,81.35,2,5,西南,14.0
1030,龙泉驿西河西河大道295号东城之星观邸,104.22360038382656,30.65681402647908,11275,69.9,62.0,2,4,东,6.0
1031,高新区大源富华南路1700号保利心语观园国际,104.03853172299485,30.54809033591115,39503,565.0,143.03,5,11,西,11.0
1032,简阳城东新区下花园路789号喜悦美麓,104.54119096489892,30.425170467858965,7180,71.8,100.0,3,7,南北,5.0
