ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseRoom,houseOrientation,houseAge
102,闵行春申高兴路666弄江南名邸,121.40315397269725,31.114554865272567,56562,550,97.24,2,5,南北,19.0
103,青浦白鹤外青松公路2962弄镇南小区(青浦),121.08551709691329,31.196690255929774,11112,50,45,2,5,南北,14.0
104,闵行七宝七莘路2288弄东方花园(一期),121.36847605628174,31.150208917335647,63726,738,115.81,3,7,南北,25.0
105,"松江车墩影佳路55号,58号,155号,158号,448号,452号同润魅影商苑",121.32128842716479,31.014259640913973,10649,55,51.65,2,5,南北,9.0
106,松江松江新城中天路185弄港湾新城,121.22011982334224,30.934687865726687,11020,55.1,50,2,4,南北,5.0
107,"宝山杨行江杨北路1568弄19-20,27-28,77-78,83-84号万业紫辰苑(A区)",121.44192995884931,31.40485635502077,42208,400,94.77,2,6,南,14.0
108,浦东世博滨江东明路355弄博爱家园,121.51701087235658,31.1895216929171,67767,698,103,2,5,南北,22.0
109,青浦华新新府北路68弄华巷小区,121.23713175342911,31.2515321217636,13090,95,72.58,2,5,南北,14.0
110,嘉定江桥新城金耀路555弄金沙鼎苑,121.31368966085587,31.254427580787873,39131,380,97.11,3,5,南北,13.0
111,徐汇斜土路中山南二路777弄东安花苑,121.46200888360833,31.192170167244686,80884,850,105.09,2,4,南,28.0
112,金山枫泾泾波路118弄鑫枫苑,121.02086865444616,30.896050396807198,8830,53,60,2,5,南北,9.0
113,闵行颛桥沪光路555弄招商雍华苑(公寓住宅),121.41323296051921,31.08146983411358,58700,528,89.95,3,6,南北,13.0
114,黄浦南京东路山东中路33号中福世福汇,121.49119716522185,31.238024377353312,51825,510,98.41,3,8,南北,9.0
115,"徐汇田林钦州路760,780,820号钦州公寓",121.43411703650683,31.182074456063013,61450,713,116.03,3,6,南北,26.0
116,普陀武宁东新路88弄新湖明珠城(一期),121.43384997027871,31.24930194670698,83864,818,97.54,2,5,南北,20.0
117,徐汇徐家汇肇嘉浜路381弄香樟苑(徐汇),121.46607227875216,31.207653833493257,75222,850,113,3,7,南北,24.0
118,"浦东金桥长岛路823弄,长岛路825弄碧云新天地家园(一期)",121.59581211813341,31.268137365031066,78950,860,108.93,3,6,南,21.0
119,徐汇斜土路肇嘉浜路417弄中科新苑,121.46477000525437,31.20703101806002,95653,1100,115,3,6,南,25.0
120,黄浦淮海中路陕西南路3号城市一品苑,121.46374198442874,31.22904486643893,79358,1241,156.38,3,7,南北,8.0
121,嘉定安亭新源路155弄16号V6时代,121.16486846498445,31.29671342252101,9961,50,50.2,2,4,南北,6.0
122,"嘉定菊园新区柳梁南路65弄1-24号,柳梁南路68弄1-21号路劲悦茂府",121.23620443265116,31.381720043705116,42030,410,97.55,3,7,南北,3.0
123,静安曹家渡长寿路999弄1-66号达安花园,121.43649862407489,31.23773754036794,87177,1070,122.74,3,7,南北,20.0
124,宝山上海大学城银路655弄丰翔新城,121.35448611576098,31.32171120350655,36318,314,86.46,3,6,南,15.0
125,松江松江新城文宇路88弄绿地云峰名邸,121.19132931140855,31.05310188693583,34441,308,89.43,3,6,南北,14.0
126,浦东三林秀沿西路68弄保利林语溪(公寓住宅),121.5437560324746,31.137587866279553,65469,590,90.12,3,6,南北,14.0
127,浦东金桥五莲路780弄金藤苑,121.59692502882973,31.27419953875791,48645,350,71.95,2,4,南,26.0
128,闵行颛桥贵都路345弄申良花园,121.40697671179498,31.081938460386546,45215,308,68.12,2,4,南,17.0
129,宝山罗店罗和路118弄美罗家园慧苑,121.34920803190654,31.38690090516225,27072,148,54.67,1,4,南,7.0
130,松江九亭沪亭北路338弄贝尚湾(公寓住宅),121.32635055837461,31.152416265987686,59175,585,98.86,2,5,南,12.0
131,宝山上海大学上大路1288弄上大聚丰园,121.39168755201516,31.315205094899355,46862,645,137.64,3,7,南,21.0
132,长宁中山公园汇川路88弄凯欣豪园,121.42433107594223,31.222670260866845,84270,900,106.8,2,5,南北,16.0
133,浦东八佰伴商城路618号良友大厦,121.52466596242097,31.236078870497554,54000,540,100,2,5,东南,14.0
134,松江松江大学城谷阳北路2501弄御上海青橙,121.24053058215667,31.05736835060435,16437,90.3,54.94,1,3,南北,7.0
135,嘉定江桥新城金园一路1359弄1-69号金沙缘圆宝邸,121.32648961606756,31.248718924979617,43744,323,73.84,2,5,南北,16.0
136,普陀万里城新村路1717弄中鹰黑森林(中环凯旋宫),121.4156588345489,31.27551255665375,75459,658,87.2,3,7,南北,8.0
137,松江九亭涞寅路106弄上海奥林匹克花园(北区),121.33032538059517,31.162243706955035,43728,405,92.62,2,5,南,18.0
138,宝山杨行杨泰路99弄绿地海域笙晖(别墅),121.45636581822521,31.371330708506623,60485,769,127.14,3,9,南北,9.0
139,嘉定江桥新城海波路850弄中星海上名豪苑御菁园,121.33784159262771,31.275935153597967,47981,430,89.62,2,5,南北,10.0
140,黄浦鲁班路鲁班路388弄海悦花园,121.48096124342732,31.207625418497955,97683,999,102.27,2,5,南北,18.0
141,长宁中山公园宣化路225弄福安小区,121.43243253401452,31.22314096189668,78021,350,44.86,1,3,南北,37.0
142,闵行浦江浦晓路112弄浦江华侨城(六期),121.51011152671774,31.102060899857708,66873,736,110.06,3,7,西,11.0
143,嘉定菊园新区陈家山路1399弄嘉宝梦之月,121.23942503756554,31.384199916961887,39479,360,91.19,2,5,南,5.0
144,"虹口曲阳赤峰路370弄,赤峰路360,366号,曲阳路610,630弄,曲阳路620,640,650号赤峰小区",121.5000530202614,31.288997911052594,55651,360,64.69,2,4,南北,33.0
145,嘉定江桥新城曹安路1989号江桥小区,121.35496617022551,31.26346824160814,14750,59,40,2,4,南北,8.0
146,宝山大华怡华苑路188弄怡华苑,121.42591811228671,31.277953978598386,41724,365,87.48,2,4,南北,23.0
147,宝山大华新沪路58弄水韵华庭(一期),121.42690903309477,31.273460885742413,63095,730,115.7,3,6,南北,19.0
148,闵行七宝七莘路3128弄38支弄万泰公寓,121.35409256811705,31.164033620252948,56934,698,122.6,3,7,南,29.0
149,静安大宁广中西路99弄1-92号新梅共和城,121.45688764389595,31.286028379290947,74589,720,96.53,2,5,南北,19.0
150,宝山大华新沪路1099弄宝山文华苑(五期),121.42734560957261,31.284170821301235,56059,495,88.3,3,7,南北,19.0
151,闵行七宝新镇路603弄东方花园二期,121.37041172499463,31.150980915808923,82550,1080,130.83,3,7,南,20.0
152,静安大宁大宁路535弄绿色丽园(535弄),121.46201678869683,31.27475115203856,81658,670,82.05,2,4,南北,19.0
153,浦东金杨新村枣庄路399弄金桥瑞仕花园,121.58311394093602,31.262021319279558,92853,1090,117.39,2,6,南北,16.0
154,徐汇徐家汇徐虹北路5弄徐虹华庭哈佛印象,121.43275053416505,31.19609524552771,94469,1228,129.99,3,7,南,19.0
155,闵行龙柏金汇虹井路618弄1-98号金汇花园一街坊,121.3794743699626,31.189063797525904,59237,616,103.99,3,7,南,30.0
156,闵行七宝新镇路1036弄茂盛花园,121.36960055511912,31.157853987359687,79932,1028,128.61,3,7,南,20.0
157,"浦东三林尚博路485弄,尚博路569弄湾流域城(一期)",121.52292396837602,31.152719820654973,80166,698,87.07,2,5,南北,12.0
158,闵行莘庄南广场西园路128弄莘纪苑小区,121.38184706430609,31.107304197175463,48796,628,128.7,3,7,南北,22.0
159,闵行梅陇罗锦路888弄3支弄上海阳城(3支弄),121.40535293475513,31.12685126251237,73302,945,128.92,3,7,南,21.0
160,"闵行莘庄南广场莘朱路820弄,伟业路780弄梅香苑",121.40577932084629,31.119527815301822,70829,590,83.3,2,5,南,4.0
161,黄浦蓬莱公园中山南路1358弄中福浦江汇(中福花苑二期),121.50594868915395,31.214983919332667,101395,1098,108.29,2,5,南,10.0
162,"普陀万里城真金路577弄,武威东路479弄,武威东路477弄,武威东路478弄1-31号大华颐和华城(公寓住宅)",121.407718352824,31.280397342741704,65706,1198,182.33,4,8,南北,14.0
163,浦东曹路银峰路676弄金海华城华康佳苑,121.6971890390037,31.271371900495815,36504,365,99.99,3,5,南,7.0
164,徐汇龙华龙华路2518弄1-78号盛大花园,121.46088097121,31.18401189438163,86311,930,107.75,2,6,南,19.0
165,浦东金桥荷泽路58弄中大丽都,121.59632657769897,31.27962664216531,69262,1098,158.53,4,8,南,21.0
166,浦东金桥长岛路1280弄金桥湾清水苑(三期),121.60162415478297,31.26646248939541,59452,718,120.77,3,7,南,24.0
167,闵行古美罗阳龙茗路1699弄东兰雅苑,121.38800440959368,31.15714670893806,72609,668,92,2,5,西,21.0
168,静安大宁延长中路628弄1-47号利丰苑,121.45514636849542,31.2730685245888,73120,698,95.46,2,5,南,25.0
