ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseLivingRoom,houseBathroom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum,subwayAround,parkAround,schoolAround,busAround,shopping_mallAround
110,闵行莘庄北广场莘东路399弄东苑锦都花园,121.36973976490235,31.11337824351195,70316,975,138.66,3,2,2,南,26.0,0,,中层,6.0,0,1,10,10,10
111,闵行古美罗阳万源路580弄万源城尚郡,121.39302053710269,31.145938660948644,105264,760,72.2,2,2,1,南,12.0,0,,高层,18.0,2,1,10,10,10
112,闵行七宝新镇路1036弄茂盛花园,121.35844371254537,31.153992068437667,79932,1028,128.61,3,2,2,南,20.0,1,,中层,11.0,2,1,10,10,10
113,宝山大华怡华苑路188弄怡华苑,121.41482684852504,31.273607837630756,41724,365,87.48,2,1,1,南北,23.0,0,,中层,6.0,3,1,10,10,10
114,浦东世博上南路929弄上南一村,121.3974722149382,30.88056023598039,52954,260,49.1,2,1,1,南,26.0,1,满五年,低层,6.0,0,1,0,3,1
115,闵行古美罗阳报春路388弄新梅花苑(东区),121.38332393338501,31.127544873992033,47563,280,58.87,2,1,1,南,28.0,1,,低层,6.0,0,0,10,10,10
116,"浦东三林上南路4265弄,上南路4271弄金光小区",121.50854231116894,31.14724878517293,66830,438,65.54,2,1,1,南,26.0,0,,低层,6.0,2,0,10,10,10
117,闵行龙柏金汇红松路700弄龙柏西郊公寓,121.35589621003388,31.18143526544701,62369,595,95.4,2,2,1,南,24.0,1,,高层,6.0,0,3,10,10,10
118,闵行七宝华林路229弄白雪公主(西区),121.35069237344673,31.13945079359954,79867,768,96.16,2,2,1,南,20.0,1,,高层,11.0,0,0,6,10,10
119,宝山杨行顾北东路39弄和家欣苑D区,121.41065333192472,31.36431172028654,33916,299,88.16,2,2,1,南,8.0,1,,低层,18.0,0,0,4,10,10
120,闵行古美罗阳古美西路420弄古美西路420弄小区,121.38983687177922,31.13543031828191,60324,518,85.87,3,2,1,南,28.0,0,,高层,6.0,1,1,10,10,10
121,浦东杨思板泉路1555弄尚东国际名园(一期),121.50599281845099,31.165645948787652,93893,970,103.31,2,2,1,南,17.0,1,,低层,8.0,1,2,10,10,10
122,杨浦五角场邯郸路446弄轻舟花苑,121.50619298739038,31.301375424249148,72628,610,83.99,2,1,1,南,26.0,1,,低层,6.0,1,1,10,10,10
