ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseRoom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum
1288,高新区金融城锦晖西二街77号合景誉峰(东区),104.0551127120032,30.58704930008276,67568,1500.0,222.0,5,10,西南,10,1,满五年,低层,30
1289,"温江光华大道林泉南街99号,鹏程路1099号香瑞湖花园(别墅)",103.8839033944466,30.678610421474964,25751,648.0,251.65,4,10,南,14,1,满二年,,1
1290,金牛交大路群星路7号交大智能小区1期南苑,104.04671196660207,30.703579335545843,8667,39.0,45.0,1,3,南北,19,1,满五年,高层,7
1291,新津新津城区西顺河街216号悠雅港湾,103.80286626855998,30.414632096487413,7231,88.0,121.71,3,7,东南,12,1,满五年,中层,13
1292,龙泉驿总站片区佳美路392号长远二小区,104.2517118974293,30.545316345334488,6620,66.0,99.7,3,7,南北,16,0,满二年,低层,6
1293,青羊外光华高坎路99号香港置地天湖翠林,103.94150999154948,30.72013837488449,25175,360.0,143.0,4,8,南北,1,0,满二年,高层,7
1294,"高新西区西源大道天欣路26号,天骄西路11号天欣苑",103.91222034281252,30.754392850091744,13400,67.0,50.0,1,3,南北,8,0,满五年,高层,16
1295,天府新区华阳四河路280号四河小区,104.06431173295807,30.51737362778784,8000,36.0,45.0,2,6,南北,4,1,,中层,32
1296,"青羊外金沙清波路77号,蜀鑫路51号华润金悦湾",103.99329540049789,30.68879963385853,26830,750.0,279.54,6,11,南,11,1,满五年,高层,23
1297,青羊太升路北东街1号时代印象(北东街),104.07437194558032,30.673758283647263,11206,50.0,44.62,1,2,南北,21,1,满五年,中层,14
1298,温江大学城金府路东段88号左右熙地,103.82021711156943,30.688842296683585,7957,57.0,71.64,2,4,东南,14,0,,中层,14
1299,天府新区麓山麓湖北路西段519号麓湖生态城天星月影月影湾,104.0590016032489,30.470137351075785,51673,1390.0,269.0,5,11,东南,5,1,满二年,高层,18
1300,成华龙潭寺华裕路9号水乡嘉苑C区,104.18046383737462,30.697799633491705,8654,45.0,52.0,1,3,南,16,0,满五年,高层,23
1301,温江公平镇天乡路二段317号鹭湖宫(6A区),103.82966639077456,30.721243197594244,12805,420.0,328.0,4,9,南北,4,0,满二年,,3
1302,成华龙潭寺隆兴路37号龙翔人家,104.16795750409072,30.70495407440158,8710,45.9,52.7,1,3,西,12,0,,中层,16
1303,金牛国宾清蓉路399号保利两河森林(别墅),103.96765111027396,30.72167188953584,29239,535.0,182.98,4,9,南北,7,0,满五年,,3
1304,新都大丰北星大道一段保利大都汇君汇(别墅),104.06894945510284,30.75952802888694,29214,520.0,178.0,4,10,南,7,1,满二年,,5
1305,"温江公平镇南熏大道一段3号,花都大道西段888号世纪光华",103.86292482023866,30.700494776231807,8087,64.0,79.14,2,5,南,16,1,满五年,中层,18
1306,"高新区世纪城天府大道北段869号,名都路699号旺旺商业广场",104.06714590744676,30.5904777355365,9783,45.0,46.0,2,3,南,6,1,满五年,高层,22
1307,锦江三圣乡棣棠路870号首创娇子1号(别墅),104.12297364946288,30.598871497615423,42945,700.0,163.0,4,9,东南,8,1,满二年,,3
1308,温江永宁镇康顺路800号保利西子城(别墅),103.91367908501574,30.721007653282506,29182,499.0,171.0,5,12,南,7,0,满二年,,3
1309,高新区中和新通南一路177号北大资源紫境府二期,104.17590603266162,30.522436927918974,27748,505.0,182.0,4,9,南,4,1,满二年,高层,25
1310,天府新区正兴田家路麓湖生态城汀院,104.05652311223122,30.45723703662892,37289,880.0,236.0,4,10,西,2,1,,高层,26
1311,武侯外双楠二环路西一段59号双楠所有阳光,104.01874528802092,30.6533190985504,10845,48.8,45.0,1,3,南,19,1,满五年,中层,12
1312,双流东升镇三强东路一段49号欧城花园,103.9284581752002,30.57216600586288,7612,51.0,67.0,2,4,东南,16,1,满五年,低层,6
1313,都江堰青城山芙蓉路8号芙蓉青城,103.59882373505936,30.888196700711543,6533,78.0,119.41,2,6,南北,12,0,,,1
1314,"新都新都老城区工业大道西段131号,工业大道西段130号香洲南亭",104.14611259498376,30.80757746067371,7443,88.8,119.31,3,7,南北,16,1,满五年,低层,6
1315,青羊万家湾光华东五路69号城投绿城凤起兰庭,103.97275129937994,30.666645724302075,31112,980.0,315.0,4,9,南北,2,1,满二年,低层,6
1316,高新区中和新通南一路178号北大资源紫境府一期,104.09704824213864,30.522040358085743,44061,1098.0,249.2,4,8,南,4,1,满二年,低层,27
1317,青羊西南财大光华村街40号大地新光华广场小区,104.01179728196507,30.66452777171733,8071,46.0,57.0,2,6,南,4,1,满二年,高层,19
1318,金堂金堂城区金泉路666号宝龙水岸金城,104.39766847163524,30.85501312776101,5375,68.8,128.0,4,8,南北,11,0,,高层,25
1319,郫都蜀都万达望丛东路19号348厂家属区,103.89986302683327,30.806920025427534,4488,35.0,78.0,2,5,南北,23,1,,高层,7
1320,"大邑大邑城区元通路,近邑新大道中交锦天新城",103.52879908761577,30.570385976170837,5928,85.0,143.4,4,8,东,7,0,满二年,低层,25
1321,郫都郫筒一环路西北段79号附3郫都建委家属院(一环路西北段),103.88197217447524,30.809310698980862,6107,61.0,99.9,3,6,南北,23,1,,中层,6
1322,双流航空港临港路一段33号瑞升明院,103.97477602106802,30.56759587374869,8929,50.0,56.0,1,3,南北,15,0,满五年,高层,12
1323,双流蛟龙港航空路西段123号人居紫云庭,103.90922751150153,30.601422383499745,43136,798.0,185.0,5,11,南北,7,0,满二年,,4
1324,郫都友爱子云路98号今日田园(一期),103.80148256588424,30.823279372565423,6584,210.0,319.0,5,11,南北,14,0,,,3
1325,天府新区南湖云龙南巷56号首创禧瑞锦江(二期),103.79273290010862,30.68954033289492,25023,620.0,247.78,4,9,南北,5,1,满二年,,5
1326,"天府新区麓山麓山大道二段6号, 麓山大道二段6号附110号麓山国际圣安德鲁",104.09520643145078,30.47339387751312,46377,1600.0,345.0,5,13,东西,10,0,满二年,,3
1327,龙泉驿阳光城同安路2号明星花苑,104.31062037627876,30.61015483074434,6212,95.0,152.95,4,8,东,20,0,满五年,高层,6
1328,新都宝光寺三倒拐76号新中社区,104.15720512024824,30.826744294497683,4080,60.0,147.07,3,7,南,26,1,满五年,高层,6
1329,新都三河蜀龙大道南段1399号保利拉斐庄园,104.1482420193124,30.76461828580589,22094,950.0,430.0,6,17,南北,4,0,,,5
1330,郫都德源德源南路一段181号德源第一城蜀风家园,103.85084542875768,30.78077263400473,8393,49.8,59.34,2,5,南,10,0,满五年,低层,18
1331,"天府新区麓山蜀州路599号,天津路东段268号五彩林堤",104.07518887666298,30.46510785295544,53125,1700.0,320.0,5,13,南北,7,1,,高层,30
1332,"金牛马鞍路马鞍南路89号,马鞍南街8号曹家巷恒大雅苑",104.08509869862056,30.677279349345348,14656,85.0,58.0,2,5,南北,6,1,满五年,低层,29
1333,崇州羊马鹤兴路372号西蜀御景,103.74693127978344,30.66357260384214,4754,56.8,119.5,3,7,南北,6,0,满二年,高层,18
1334,金牛国宾金樽巷66号国宾上林栖,104.00501163268817,30.7279123660758,27223,490.0,180.0,4,9,南北,1,1,满二年,,4
1335,温江温江城区柳城大道东段75号合美居,103.83976572250997,30.696827939976792,5210,88.0,168.93,4,8,东,24,1,满五年,中层,6
1336,温江金马镇新村路66号金穗苑(温江),103.80041678410431,30.64867054817445,4509,78.0,173.0,4,7,南北,6,0,,低层,11
1337,"新都新繁滨江西路550号,锦溪路83号世玺",104.0037455417452,30.88511998326097,7374,74.0,100.36,2,6,南北,8,0,满五年,低层,31
1338,郫都红光广场路北二段101号晶宝维吉尼亚,103.95407802545712,30.790574902486743,9811,57.0,58.1,2,4,南,12,0,满二年,中层,18
1339,天府新区麓山蜀州路499号麓湖生态城香林堤,104.07518887666298,30.46510785295544,46127,1550.0,336.03,5,11,南北,5,1,满二年,,5
1340,温江温江城区凤溪大道新南路306号万家华庭,103.82353815833967,30.711808859600563,7921,43.0,54.29,1,4,南北,11,1,,高层,18
1341,高新区金融城交子大道998号润富国际花园,104.04600924360032,30.586110516468327,80290,2200.0,274.01,4,11,东西,6,1,满二年,高层,29
1342,天府新区西博城麓湖南路东段588号中海麓湖公馆,103.79273290010862,30.68954033289492,38636,640.0,165.65,4,8,南,5,1,,低层,10
1343,郫都德源红旗大道北段27号西悦城,103.85713051355069,30.781207121454383,6186,32.8,53.03,1,4,东南,11,0,满二年,低层,11
1344,郫都郫筒文庙巷8号文庙巷8号院,103.88455856744966,30.81087910545309,4525,54.0,119.34,3,7,南北,24,1,满五年,高层,6
1345,大邑大邑城区孟湾东道286号蜀鼎意景,103.53528295461406,30.58540051473751,5681,81.8,144.0,4,8,南北,11,0,,低层,6
1346,郫都三道堰永安桥北街369号香江半岛,103.906638046666,30.87042128750821,6965,38.0,54.56,1,3,南北,11,0,满五年,低层,6
1347,"郫都红光西区大道1398号,银润南一路66号橡树湾A区",103.94019646070645,30.768628226400924,12565,49.0,39.0,1,3,南,11,1,满二年,高层,32
1348,郫都团结仁和街90号水域天府,103.97082963845044,30.82432805898071,3412,58.0,170.0,4,9,南北,13,0,,高层,6
1349,"新都新都新城区新园路181号,新园路260号金冠华庭",104.1661666191572,30.813230664230584,8395,28.8,34.31,1,3,南,18,1,满二年,低层,11
1350,天府新区麓山嘉州路89号麓湖生态城天玑幻影,104.0580478643678,30.46859717786386,53128,1600.0,301.16,5,12,东南,5,1,满二年,中层,31
1351,崇州羊马崇阳大道御景上悦,103.74329552643523,30.663204906209764,5250,23.0,43.81,2,6,南,3,0,满二年,高层,10
1352,新都新都老城区香城大道华桂路段185号泽瀚峰景,104.1421046994639,30.819513322689904,7698,45.0,58.46,2,4,东,12,1,,低层,28
1353,郫都三道堰永宁西路405号东方威尼斯(郫都),103.90861235830944,30.87401912601411,3273,18.0,55.0,1,4,南北,11,0,,高层,6
1354,郫都郫筒荆湘路37号荆湘路37号院,103.8828306345014,30.811932208228832,5139,51.0,99.26,2,5,南北,20,1,满五年,,4
1355,龙泉驿恒大绿洲新建路99号卧龙谷壹号(别墅),104.17531572399903,30.57010492970675,24999,522.0,208.81,5,11,南北,4,0,满五年,低层,6
1356,郫都唐元东方红路159号邻里花间,103.88336604084418,30.904617466008,2700,13.5,50.0,1,3,南北,11,0,满五年,,5
1357,金牛欢乐谷华丰路260号华侨城纯水岸208区(别墅),104.02339387070676,30.71891501885568,22721,896.5,394.58,5,11,南北,14,1,,,1
1358,高新区中和迎江路13号三利宅院3期,104.08469266471307,30.54551418316193,27446,999.0,364.0,5,12,南北,12,1,满五年,,3
1359,金牛五块石玉居庵西路6号成都铁路局五块石小区,104.06013163488888,30.703289071729717,8000,48.0,60.0,2,4,东南,22,1,满五年,低层,6
1360,高新区城南宜家盛和三路81号公馆1881,104.05066746066744,30.60430208331261,26136,779.0,298.06,5,12,南北,8,1,满五年,中层,19
1361,天府新区正兴隆祥街1399号广汇御园华府B区,104.0859936892681,30.44088452946671,33186,750.0,226.0,4,9,南北,2,1,满二年,,4
1362,双流东升镇弘民路46号弘民苑B区,103.92607649216276,30.575442637528205,6781,99.0,146.0,4,8,南北,24,1,,中层,6
1363,新都斑竹园兴城大道1689号润帛公馆,104.10444779063032,30.81018652354153,4539,11.8,26.0,2,4,南北,3,1,满二年,低层,22
1364,高新区金融城成汉南路366号中海城南华府,104.05069290412705,30.5825040985544,42558,1080.4,253.87,5,10,南北,11,1,满五年,高层,30
1365,双流公兴黄龙大道二段512号亚丁小镇,103.98948507231758,30.490842941672927,8785,70.0,79.69,2,5,南北,8,0,,中层,22
1366,双流蛟龙港九江街道文楠路172号贵通御苑双楠城,103.9143911779557,30.61009786557938,14557,115.0,79.0,2,5,南,8,0,,高层,13
1367,温江南熏大道花都大道西段588号七彩花都B区(1期),103.86257307001236,30.699227342786447,10667,108.0,101.25,2,5,南北,12,1,满五年,,5
1368,青羊太升路酱园公所街58号文殊苑公寓,104.07241530541602,30.67576067809008,13717,192.0,139.98,3,7,南北,14,1,,,5
1369,温江大学城金府路中段138号德坤恬园,103.79548018240224,30.689530024877683,6891,66.0,95.78,3,6,西南,14,0,满二年,中层,6
1370,高新区天府长城天和西二街38号天和国际,104.06909508753908,30.60163486419249,14879,122.0,82.0,3,7,南,12,1,满五年,高层,26
1371,青羊文殊坊北大街88号天盛壹中心,104.07422706019972,30.67673011128392,10802,52.0,48.14,2,5,南北,9,1,满五年,中层,31
1372,金牛花牌坊通锦桥路190号通锦桥路190号院,104.05391808927902,30.6801565825186,9447,69.0,73.04,2,5,南北,30,1,满五年,高层,7
1373,郫都犀浦恒山南街35号犀池苑小区,103.96406675968414,30.75981392926349,7369,56.0,76.0,2,5,南北,20,1,满五年,低层,6
1374,双流棠湖宜城大道一段225号海棠公馆,103.90944003232694,30.55715424165755,12723,95.0,74.67,2,4,南北,12,1,,低层,16
1375,锦江川师合欢树街529号海桐小区二期,104.129223908783,30.605841911352385,11459,55.0,48.0,1,3,南北,12,1,满五年,高层,11
1376,武侯机投镇武青西二路299号人居柏荟城荟澜阁,103.97352703984129,30.641473072447607,20279,188.0,92.71,3,7,南,7,1,,低层,24
1377,金牛国宾金周路288号鑫房名苑,103.99919362325544,30.72649503641805,11196,103.0,92.0,3,7,南北,9,1,满五年,中层,27
1378,新都石油大学紫瑞街一巷127号紫瑞街一巷127号院,104.16624206729124,30.833587504673325,4200,42.0,100.0,3,6,南北,25,1,满二年,高层,6
1379,温江南熏大道凤溪大道南段818号恒大名城悦界,103.84641416800824,30.68474492141765,6630,45.0,67.88,2,4,南北,5,1,满五年,中层,36
1380,金牛国宾金科西路196号蜀风雅筑,104.00045185341249,30.72519886023557,10195,105.0,103.0,3,7,南北,9,1,满二年,中层,18
1381,温江万春镇天乡路二段855号锦上清苑,103.81964464306095,30.71727849271448,7370,81.8,111.0,3,7,南北,11,1,,中层,11
1382,郫都唐元万寿西街56号印象花都,103.87606977895504,30.90865327023846,2153,19.8,92.0,3,7,南,12,0,满五年,高层,6
1383,武侯红牌楼红牌楼北街23号汇茗苑,104.03427740473164,30.6359781040783,9910,56.0,56.51,2,5,南北,23,1,满五年,高层,8
1384,郫都三道堰水乡街193号望阳居,103.91805739591986,30.869377828887288,2528,23.0,91.0,2,5,南北,9,0,满五年,中层,6
1385,"双流东升镇航港路1285号,航港路121号,航港路1313号佳兆业威登郡",103.9271955682732,30.600476692272185,12757,99.5,78.0,3,6,南北,9,1,满五年,中层,12
1386,郫都三道堰蜀源大道沙西田园绿洲,103.93333415721357,30.887771286822044,3063,24.5,80.0,2,5,南北,12,0,满五年,,5
1387,武侯外双楠云霞西路76号华府双楠,104.0159066907788,30.64300441788729,16609,90.0,54.19,2,5,南北,11,1,满五年,低层,16
1388,郫都团结环城东路一段217号水榭名居,103.9847940784311,30.829620179998315,3269,26.8,82.0,2,5,南北,14,0,满五年,中层,6
1389,郫都新民场环城路西南段47号金丽花香,103.8605806885712,30.875612664558837,2381,20.0,84.0,2,5,南,13,0,满五年,中层,6
1390,郫都团结环城东街二段956号府源欣区,103.97953753867816,30.812571813012926,3182,28.0,88.0,2,5,南北,14,0,满五年,高层,6
1391,成华八里小区八里庄路46号地质花园,104.11118435076986,30.69132532570426,8000,80.0,100.0,3,7,南北,9,1,满五年,低层,32
1392,温江温江城区共和路169号花土E区,103.86919198238368,30.670185645738552,6667,50.0,75.0,3,7,南,7,1,满五年,中层,26
1393,郫都团结永定村3组208号静园(郫都),103.96094461400916,30.817914176010685,4437,49.5,111.57,3,7,南,12,0,满五年,中层,6
1394,郫都三道堰元丰街28号四季阳光,103.92430248297896,30.894448482765988,3803,50.0,131.49,3,7,南北,12,0,满五年,高层,6
1395,郫都新民场新民场环城路47号田园诗驿,103.85727253636747,30.88316514006038,2693,21.0,78.0,2,5,南北,12,0,满五年,中层,6
1396,郫都团结犀团路2号公园御景,103.967177200959,30.812744564314592,4238,25.0,59.0,2,5,南北,15,0,满五年,高层,6
1397,金牛中医附院西青路90号西青路90号院,104.04396038682054,30.67245899191634,9000,45.0,50.0,2,4,南北,29,1,满五年,高层,6
1398,青羊天府广场西御街8号西御大厦,104.05966506725495,30.65928933600452,11023,97.0,88.0,3,9,南,2,1,满二年,高层,16
1399,郫都犀浦迪康大道8号龙城高新天地,103.96161141384576,30.750537895924037,5155,19.0,36.86,1,2,南,9,1,满二年,中层,15
1400,成华崔家店双店路66号成华奥园广场(三期),104.1328400657128,30.660023791813416,10952,35.0,31.96,1,3,东,6,1,,低层,33
1401,"高新区孵化园天府大道中段1388号,天府五街93号JRFANTASIA花漾锦江",104.06313548066797,30.53833974376048,18360,235.0,128.0,1,3,南,24,1,满二年,高层,39
1402,"新都大丰诚信路338号,诚信路308号城北优品道(商住楼)",104.07523276166305,30.75941674645806,5854,24.0,41.0,2,5,南北,4,1,,中层,28
