ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseLivingRoom,houseBathroom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum,subwayAround,parkAround,schoolAround,busAround,shopping_mallAround
15,朝阳四惠建国路通惠家园惠生园,116.5017724187077,39.90837801070422,57042,499,87.48,2,1,1,南北,22.0,0,,高层,6.0,1,1,10,10,10
16,朝阳十八里店东四环十八里店北桥正东800米云筑二期三期,116.47855612845665,39.84718177985514,75061,623,83,1,3,1,南北,,0,,,,0,1,3,6,10
17,西城广安门外广安门外大街荣丰2008,116.3305502849414,39.89329497631323,73207,450,61.47,1,1,1,南,18.0,1,,低层,31.0,3,2,10,10,10
18,朝阳望京望京西路世安家园,116.4499332162678,39.99995719150479,63127,516,81.74,2,1,1,南,23.0,1,满五年,中层,24.0,3,5,10,10,10
19,昌平回龙观龙锦一街公园悦府(二区),116.35197401671832,40.08882624659514,68709,599,87.18,2,1,1,西南,7.0,1,满五年,低层,27.0,2,0,10,10,10
20,海淀苏州桥三义庙路三义庙社区(西区),116.30536555499955,39.96406390248156,67075,450,67.09,2,1,1,东西,30.0,1,满五年,高层,6.0,4,2,10,10,10
21,西城车公庄西直门外南路进步巷小区,116.34272531921951,39.93664406369586,97266,498,51.2,2,1,1,南,41.0,0,,低层,6.0,5,1,10,10,10
22,丰台科技园区恒丰路1号刘孟家园,116.29640427765298,39.8368923380759,53935,488,90.48,2,1,1,南北,7.0,1,,低层,25.0,3,2,9,10,10
23,朝阳甜水园甜水园街秀水园小区,116.4704825989959,39.92792358873712,65410,399,61,2,1,1,南北,31.0,1,满五年,中层,12.0,5,3,10,10,10
24,朝阳朝青板块朝阳北路107号珠江罗马嘉园(东区),116.50765211173315,39.92382675580355,78658,478,60.77,1,1,1,西南,16.0,1,满五年,高层,11.0,3,2,10,10,10
25,海淀皂君庙学院南路49号皂君东里,116.33334170001095,39.95721877802389,93196,630,67.6,3,1,1,西南,41.0,1,满五年,低层,6.0,2,0,10,10,10
26,丰台马家堡角门南路富卓苑,116.36810539303004,39.83590301175933,59881,410,68.47,2,1,1,南北,23.0,1,,,5.0,0,2,4,10,10
27,西城广安门外红居街远见名苑(一期),116.33193757442754,39.884398624626634,99676,430,43.14,1,1,1,北,19.0,1,,中层,26.0,1,1,10,10,10
28,朝阳朝阳公园辛庄二街5号东风苑小区(北区),116.49702534179336,39.93855169319139,73125,585,80,2,1,1,南北,6.0,1,,高层,28.0,2,2,10,10,10
29,东城天坛天坛路87号金鱼池(西区),116.4004898736061,39.8881576965241,89802,560,62.36,2,1,1,南北,22.0,1,满五年,,5.0,1,2,10,10,10
30,昌平回龙观龙锦一街公园悦府(一区),116.34526630755883,40.0902954397409,60856,495,81.34,2,1,1,南,6.0,0,,中层,22.0,2,0,4,10,10
31,朝阳管庄朝阳路5号北京新天地(东区),116.4977559011676,39.915004700011956,53321,509,95.46,2,2,1,西南,15.0,1,,中层,28.0,3,0,10,10,10
32,朝阳十里堡十里堡南里中路都会华庭,116.49646396594461,39.91190623945208,57851,549,94.9,2,2,1,东南,23.0,1,,低层,25.0,2,0,10,10,10
33,海淀二里庄学院路20号石油大院,116.35331382270019,39.99578067947021,69858,435,62.27,3,1,1,东西,32.0,0,,高层,6.0,4,1,10,10,10
34,海淀田村八角北路建西苑中里,116.20263294411188,39.918630225140284,72698,495,68.09,2,1,1,南北,20.0,1,满五年,低层,6.0,1,1,10,10,10
35,朝阳豆各庄大鲁店北路与黄厂路交叉路口往西北约270米北京沁园,116.54763862187023,39.84798972594442,65000,520,80,2,2,1,南北,,0,,,,0,0,0,10,10
36,朝阳垡头垡头路金蝉南里,116.49653099127144,39.86135653733522,51220,439,85.71,2,1,1,东,17.0,1,,高层,25.0,0,3,10,3,10
37,丰台看丹桥新华街11号新华街五里,116.28362191969079,39.842630567143225,56198,399,71,2,1,1,西南,26.0,1,满五年,高层,24.0,2,0,10,10,10
38,朝阳双井百子湾路32号苹果社区(南区),116.46496063442535,39.897410549479005,79719,566,71,2,1,1,北,20.0,1,满五年,中层,25.0,4,0,10,10,10
39,朝阳安贞樱花园西街胜古南里,116.40889326194268,39.969694945257956,61672,372,60.32,2,1,1,南北,38.0,1,满五年,中层,6.0,4,5,10,10,10
40,海淀万寿路复兴路61号复兴路61号院,116.28517371744633,39.90810688993369,120732,495,41,1,1,1,南,37.0,0,,高层,6.0,1,3,10,10,10
41,通州武夷花园芙蓉东路1号京贸国际城,116.67845898848641,39.91794789798774,50521,456,90.26,2,1,1,南,11.0,0,满五年,高层,35.0,3,3,10,10,10
42,海淀永定路金沟河路3号金沟河路3号院,116.26319591203784,39.91822575584415,69044,426,61.7,2,1,1,南北,35.0,1,满五年,高层,6.0,1,2,10,10,10
43,海淀紫竹桥车道沟南路车道沟南里小区,116.29278567444341,39.94057291712765,90348,468,51.8,2,1,1,南,32.0,1,满五年,低层,21.0,2,5,10,10,10
44,朝阳望京阜通西大街望京西园四区,116.46581788779098,39.99549805550331,65247,539,82.61,2,1,1,西南,26.0,1,满五年,中层,26.0,0,7,10,10,10
45,朝阳望京南湖北路南湖中园(一区),116.45542687388286,40.00195468275044,59867,449,75,2,1,1,东西,25.0,1,满五年,中层,6.0,3,5,10,10,10
46,昌平回龙观文华东路龙腾苑三区,116.32565101328595,40.07557056048175,42387,410,96.73,2,1,1,南北,21.0,1,,高层,6.0,3,0,10,10,10
47,海淀马连洼马连洼北路菊园,116.28479191032525,40.03128722981184,73782,430,58.28,2,1,1,南北,30.0,1,,高层,6.0,3,0,10,10,10
48,朝阳四惠十里堡甲3号东恒时代三期,116.49643491116043,39.91072206840949,73471,455,61.93,1,1,1,西,20.0,1,,中层,27.0,2,0,6,10,10
