ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseLivingRoom,houseBathroom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum,subwayAround,parkAround,busAround,schoolAround,shopping_mallAround
368,芙蓉芙蓉广场藩后街36号湘域城邦,112.97723643122755,28.197148327851277,14860,121,81.43,2,1,1,南北,11.0,1,,低层,33.0,4,0,10,10,10
369,岳麓观沙岭银杉路西江庭院,112.94832255141863,28.236740884539774,10943,73,66.71,2,2,1,南,19.0,1,满五年,高层,7.0,0,3,10,10,10
370,开福伍家岭芙蓉中路88号天健芙蓉盛世,112.98061461592818,28.228761056985135,11488,105,91.4,2,1,1,南,16.0,1,满五年,中层,32.0,1,2,10,3,10
371,开福山语城高冲路绿地海外滩(二期),112.94235644661222,28.316982681320926,7604,92,121,4,2,2,南北,9.0,0,满五年,高层,11.0,0,0,3,0,10
372,雨花劳动中路万家丽中路二段239号中城丽景香山,113.02583561382662,28.154527031753315,11569,160,138.31,3,2,2,南北,12.0,1,满五年,低层,11.0,1,1,10,10,10
373,雨花左家塘曙光中路248号曙光大邸,112.99693859428984,28.178465718367903,8763,118,134.66,3,2,2,南,18.0,1,满五年,高层,16.0,4,2,10,10,10
374,望城金星北月亮岛路润和长郡(二期),112.9286134222206,28.2809405565727,8980,88,98,3,2,2,南,7.0,0,满五年,中层,32.0,0,1,9,10,10
375,岳麓枫林三路枫林三路859号弘德好莱城,112.87163621276645,28.198010818565567,10479,95,90.66,3,2,1,南,9.0,1,满二年,高层,33.0,2,1,10,10,10
376,望城玫瑰园博士路时代倾城(三期),112.92701855593222,28.279598908083432,10432,121,116,4,2,2,南北,5.0,1,,低层,34.0,0,1,10,10,10
377,雨花汽车南站高升路88号佳天名苑,113.01236218498802,28.094967265022223,7696,69.8,90.7,3,2,2,南,10.0,0,满五年,高层,18.0,1,4,10,10,10
378,望城金星北谷山路润和美郡,112.8933114788319,28.284477582392565,7061,85,120.39,4,2,2,南,4.0,0,满二年,高层,34.0,0,1,10,2,10
379,雨花万家丽南路新兴路汇金城小区,113.01281852169319,28.07963546539458,11226,100,89.08,3,2,1,南,5.0,0,满五年,高层,25.0,3,0,10,5,10
380,星沙开元路开元东路71-79号恒基凯旋门(一二期),113.09419044828925,28.25096106840432,9656,102.8,106.47,4,2,2,南,12.0,1,满五年,高层,22.0,1,0,10,10,10
381,开福湘江世纪城湘江北路湘江世纪城揽江苑,112.97156803493576,28.26196006459064,10976,106,96.58,2,2,1,南北,14.0,1,,中层,28.0,1,1,10,0,3
382,雨花左家塘车站南路471号书香名邸,113.0028940046098,28.17636960614523,9466,122,128.89,3,2,2,南北,14.0,1,满五年,低层,17.0,5,1,10,10,10
383,望城金星北黄金大道润和长郡(三期),112.89669480232459,28.285438422395874,6992,82.5,118,4,2,2,南,6.0,0,满二年,低层,34.0,0,1,10,2,10
384,岳麓洋湖湿地公园福祥路72号COCO蜜城,112.94023589304778,28.12818880312389,15011,110,73.28,3,1,2,南北,9.0,1,,高层,31.0,1,3,10,5,10
385,芙蓉芙蓉区政府人民东路299号世嘉国际华城(一期),113.03051890699479,28.18866746288813,10167,110,108.2,3,2,1,南,19.0,1,满五年,中层,14.0,2,2,10,10,10
386,天心奥特莱斯广场高云路龙湾国际社区(别墅),112.99832929539106,28.057726497270476,14897,305,204.74,4,2,3,南北,12.0,0,满五年,,1.0,0,0,9,4,10
387,雨花窑岭南韶山北路298号紫金苑,112.98935008572573,28.1867168857641,13960,186,133.24,3,2,2,南北,16.0,1,满五年,高层,11.0,2,5,10,10,10
388,星沙万家丽北路西霞路79号艾美潇湘,113.0631153775346,28.254766466397538,5925,55.8,94.18,3,2,1,南,8.0,1,满五年,高层,29.0,2,0,10,10,10
389,星沙开元路黄兴大道宁华星湖湾(二期),113.11911310789122,28.251556396870395,11905,125,105,3,2,2,南北,4.0,1,满五年,中层,8.0,2,1,10,10,10
390,岳麓梅溪湖南梅溪湖路中海梅溪湖壹号(一期B三期B区),112.89528534673791,28.189845634841717,16860,165,97.87,3,2,1,南,8.0,0,满五年,中层,25.0,3,5,10,10,10
391,望城金星北王家湾路润和湘江天地(D区),112.92839209561185,28.288930040116725,10490,150,143,4,2,2,南,2.0,1,满二年,中层,33.0,1,1,10,10,10
392,岳麓桐梓坡望岳南路29号嘉逸名庭,112.91730541607575,28.220350093251557,9810,115,117.23,3,2,1,南北,17.0,1,满五年,高层,18.0,2,1,10,10,10
393,星沙开元路开元路188号碧桂园中央花园,113.35522365228324,28.27880269830977,8979,123,137,4,2,2,南北,4.0,1,满五年,低层,32.0,0,0,10,2,10
394,雨花雨花亭新建西路232号新芙蓉之都佳苑,112.9811652926155,28.157515582076385,8917,78,87.48,2,2,1,南北,10.0,1,,低层,31.0,0,1,10,10,10
395,望城普瑞大道西雷锋大道999号大汉汉园,112.86618984050331,28.283875105435843,8259,158.9,192.38,5,3,4,南,4.0,0,满二年,高层,9.0,0,0,0,2,10
396,岳麓含浦车塘河路90号金鼎公园尚,112.89796726474894,28.14136965935285,9611,117,121.74,3,2,2,南北,7.0,0,满五年,高层,18.0,0,0,10,10,10
397,雨花汽车南站时代阳光大道才子嘉都(三期),112.99842116857751,28.101189698624808,9466,49.8,52.61,2,1,1,南,10.0,1,满五年,高层,16.0,1,4,10,10,10
398,岳麓含浦象嘴路江山帝景雅典(五期),112.89881364567333,28.127567636978338,10531,150,142.44,4,2,2,南,6.0,0,满五年,高层,31.0,0,0,10,10,10
399,岳麓银盆岭金星中路168号恩瑞御西湖,112.92686586171929,28.210408868641675,16244,348,214.24,4,2,3,南北,6.0,1,满五年,高层,18.0,2,1,10,10,10
400,岳麓市政府银双路108号科技公寓,112.93682025203124,28.22646747409669,10560,165,156.26,4,2,2,南北,14.0,1,满五年,低层,12.0,2,0,10,10,10
401,岳麓含浦联丰路398号利海米兰春天,112.89263498561365,28.138252047874065,7644,80,104.66,3,2,2,南北,8.0,0,,中层,6.0,0,0,4,10,10
402,"望城普瑞大道月亮岛路,近普瑞大道星澜之悦(望城)",112.90313244513982,28.290970251121205,8919,108.8,122,4,2,2,南,6.0,1,满五年,高层,33.0,0,0,10,10,10
403,开福开福区政府湘江北路二段65号雅居乐花园,112.94242425227478,28.311478057015915,6976,102,146.22,3,2,2,南,4.0,0,满五年,中层,24.0,0,2,1,0,8
404,天心省政府新开铺路710号龙湖春江悦茗,112.95800072281044,28.120159865967153,12337,155,125.64,3,2,2,南北,5.0,0,满五年,高层,25.0,0,5,10,6,10
405,岳麓桐梓坡岳麓大道369号岳麓1号,112.92418179154356,28.2277988139475,12598,185,146.86,4,2,2,南北,14.0,1,满五年,低层,20.0,2,2,10,10,10
406,开福四方坪双拥路596号科大佳园北苑,112.99584539032787,28.241843509950407,12426,180,144.86,3,2,2,南北,7.0,1,满五年,高层,16.0,1,2,10,10,10
407,星沙泉塘东六路137号未来蜂巢,113.1046343651812,28.22093850925358,7317,57.8,79,3,2,1,南北,6.0,0,,低层,28.0,0,2,10,10,10
408,芙蓉德政园荷花路27号铁通小区,113.01873228798368,28.195244132923154,8376,126,150.43,3,2,2,南北,20.0,1,满五年,高层,17.0,3,5,10,10,10
409,星沙万家丽北路湘龙路29号盛地尊域,113.05833789766979,28.263859120381593,7436,85.8,115.4,4,2,2,南,11.0,0,,高层,31.0,2,1,10,10,10
410,雨花红星大唐路176号1-6栋鑫天御景湾(1-6栋),113.02929651862144,28.12422026065989,9127,108,118.34,3,2,1,南北,11.0,1,满五年,中层,26.0,0,1,10,10,10
411,天心新开铺木莲西路仁和家园,112.96780198642965,28.138250465141134,9137,86.8,95,3,2,1,南北,20.0,0,满五年,低层,7.0,0,1,10,2,10
412,"雨花东塘黄土岭路,近雨花路建发中央公园",112.98388142990052,28.16131055476838,16647,138,82.9,2,2,1,南,7.0,1,满五年,中层,33.0,2,0,10,10,10
413,雨花左家塘人民东路29号颐美园,112.99912457749164,28.186373823080807,9192,125,136,3,2,2,南,23.0,1,满五年,高层,12.0,3,3,10,10,10
414,望城普瑞大道西雷锋大道金地三千府,112.86952743228989,28.277890897880948,8162,100,122.53,3,2,2,南北,7.0,0,满五年,中层,6.0,0,0,0,1,10
415,天心书院路书院路9号保利国际广场,112.96271381856153,28.168909419219638,17752,300,169,4,2,2,南,8.0,0,,中层,36.0,1,2,10,10,10
416,天心金盆岭书院南路423号乾城,112.96609173993025,28.15390143521252,10231,93.2,91.1,3,2,1,南北,12.0,1,满五年,低层,30.0,0,1,4,4,10
417,雨花雨花亭韶山中路万博汇(二期),112.99086827253339,28.160226426581335,16822,139,82.63,2,2,1,南北,12.0,1,满五年,中层,32.0,3,0,10,10,10
418,岳麓桐梓坡西路东骏路和馨园(二期B区),112.85131278211193,28.215191330644263,8227,66.8,81.2,2,2,1,南北,11.0,1,满五年,高层,18.0,0,1,10,10,10
419,望城月亮岛盛腾路1号盛腾学林西岸,112.9204839081346,28.286973825907634,8278,109.8,132.65,4,2,2,南北,8.0,1,满五年,中层,31.0,0,1,10,10,10
420,开福山语城青竹湖路青竹湖畔,112.95607972860246,28.340597718359994,12636,252,199.44,4,2,2,南北,12.0,0,,,5.0,0,0,10,1,10
421,望城普瑞大道西雷锋大道839号中粮鸿云,112.87191216518701,28.26783590507721,6939,68,98,3,2,2,南北,6.0,0,,高层,32.0,0,0,4,2,10
422,星沙开元路东三路21号彩都,113.09072794523637,28.249108541091328,7109,56.8,79.9,2,2,1,南,16.0,0,,高层,17.0,1,1,10,10,10
423,天心省政府银杏路45号龙骧佳苑,112.97555778540917,28.12998593320933,12955,155,119.65,4,2,2,南北,14.0,1,满五年,中层,23.0,0,4,10,10,10
424,开福四方坪德雅路1191号才子佳苑(一区),113.00741602300221,28.232756172364375,9664,118,122.11,3,2,2,南北,12.0,1,满五年,低层,33.0,2,1,10,10,10
425,岳麓枫林三路正兴路118号荷塘月色(岳麓别墅),112.88068782677523,28.21073837317172,11477,268,233.52,5,2,3,南北,12.0,1,满五年,,1.0,0,0,10,10,10
426,开福开福区政府福元西路220号英祥春天,112.99082966962989,28.253654292643954,9201,78,84.78,2,2,1,南北,9.0,1,满五年,高层,17.0,1,0,10,1,10
427,岳麓麓谷麓枫路61号湘麓国际,112.89311959226067,28.219142789414125,7359,98,133.18,4,2,2,东,17.0,1,满二年,低层,17.0,1,1,10,10,10
428,岳麓咸嘉湖咸家湖路216号西山汇景,112.94304842112491,28.21724925240557,15339,260,169.51,4,2,2,南,15.0,1,满五年,低层,18.0,3,2,10,10,10
429,星沙通程广场板仓路219号晶华美地,113.07201018235064,28.24681348935021,6490,61,94,3,2,1,南,17.0,1,满五年,高层,11.0,1,2,10,10,10
430,"开福开福区政府福元西路,近双河路五矿沁园金城",112.97955832070534,28.260711380592607,12275,160,130.35,3,2,2,南北,7.0,0,满五年,高层,33.0,0,0,3,3,10
431,芙蓉马王堆古曲北路20号中欣楚天熙苑,113.03483822846245,28.203089031856145,8644,94.8,109.68,3,2,2,南北,5.0,1,满五年,高层,35.0,4,2,9,10,10
432,雨花高桥万家丽中路一段358号上河国际花园C区,113.02115915638224,28.18207325525737,8820,110,124.72,3,2,2,南北,15.0,1,满五年,高层,23.0,1,0,10,10,10
433,雨花树木岭圭塘路25号都市馨园,113.02055679426041,28.147979004668844,8243,106.8,129.57,3,2,2,南,15.0,1,满五年,高层,27.0,0,3,10,10,10
434,岳麓市政府观沙路八方小区(D区),112.9394717554669,28.238032615641085,31653,496,156.7,4,2,2,南北,12.0,1,满五年,高层,6.0,0,2,10,8,10
435,芙蓉火车站车站北路117号瑞丰苑,113.00405608258902,28.20391607163017,9808,118,120.32,3,2,2,南,16.0,1,满五年,中层,11.0,6,2,10,10,10
436,星沙开元路东三路湖湾世景,113.09237320467444,28.253878576528273,8105,99.7,123,4,2,2,南,10.0,1,满五年,高层,29.0,1,0,10,10,10
437,岳麓望城坡咸嘉湖西路308号旺佳园,112.90141795695334,28.21580822007564,9115,120,131.66,3,2,2,南北,17.0,1,满五年,中层,9.0,1,1,10,10,10
438,岳麓雷锋大道尖山路399号金科东方大院(三四期),112.87810141508085,28.241710257911063,10431,160,153.39,4,2,2,南北,9.0,0,满五年,中层,6.0,0,1,10,10,10
439,岳麓咸嘉湖金星中路398号玛依拉山庄,112.92955542817091,28.21649719318908,9052,115.8,127.93,3,2,2,南北,12.0,1,满五年,高层,17.0,2,2,10,10,10
440,"开福山语城芙蓉北路,近新安路湘诚德峰小区(A区)",112.95036094768757,28.313177401158004,8828,109.9,124.5,3,2,2,南北,8.0,0,满五年,中层,32.0,0,0,10,2,10
441,岳麓梅溪湖北映日路599号和泓梅溪四季(一期),112.87847160699255,28.193785670159677,17672,172,97.33,3,2,1,南北,11.0,1,满五年,中层,28.0,3,1,10,10,10
442,开福四方坪丽臣路287号万煦园,112.99678025354562,28.23521742233286,8861,106.8,120.54,3,2,2,南,17.0,1,满五年,中层,17.0,1,2,10,10,10
443,岳麓麓谷桐梓坡西路168号南枫时光,112.90025776308163,28.222694656956264,10920,96.8,88.65,3,2,1,南北,12.0,1,满五年,高层,30.0,1,1,10,10,10
444,雨花雨花区政府万家丽中路三段189号美洲故事,113.03230931254349,28.139551332434493,10631,178,167.45,3,2,2,南,9.0,1,满五年,高层,33.0,0,6,10,10,10
445,星沙星沙大道东二路27号锦璨家园,113.08668531707693,28.249872090115353,7120,74.8,105.07,3,2,2,南北,11.0,1,,低层,33.0,1,4,10,10,10
446,星沙星沙大道星沙大道楚天世纪城(西苑),113.0784972802629,28.225593291253876,7588,78,102.8,3,2,1,南北,7.0,0,,中层,33.0,0,1,10,8,10
447,星沙松雅湖棠坡路51号恒基凯旋门(三期),113.09508158477087,28.25289445161247,9226,143,155,4,2,2,南北,5.0,1,满五年,高层,33.0,1,0,10,10,10
448,雨花东塘韶山北路432号省木偶剧团宿舍,112.99190348938609,28.178263022799797,12927,97.8,75.66,3,2,1,南北,29.0,1,,低层,6.0,4,3,10,10,10
449,"天心暮云高云路,近月塘路五矿紫湖香醍",113.00511148267486,28.0544768683649,7559,67,88.64,3,2,1,南北,9.0,0,,中层,18.0,0,0,10,4,10
450,开福山语城湘江北路三段48号楚天逸品,112.96658295047965,28.280725974584758,11493,405,352.41,5,2,2,南北,8.0,0,,中层,39.0,0,0,4,0,2
451,"天心友阿奥特莱斯芙蓉南路,近长沙绕城高速美的梧桐庄园",112.98764257984882,28.087546784465573,11891,154,129.52,4,2,2,南北,6.0,1,满五年,高层,14.0,1,0,10,7,10
452,"望城玫瑰园银杉路,近银星东路万科滨河道",112.92845654148915,28.28609495664605,13333,170,127.51,4,2,2,南北,4.0,1,,中层,30.0,0,1,10,10,10
453,芙蓉马王堆万家丽北路三段499号嘉盛逸林园,113.02612731337896,28.208238353844802,7981,102,127.81,3,2,2,南北,14.0,1,,低层,16.0,1,4,10,10,10
454,岳麓观沙岭潇湘北路三段889号南山雍江汇,112.95541495998422,28.24285812094824,17221,185,107.43,3,2,2,南北,9.0,1,满五年,低层,30.0,1,5,10,10,10
455,望城望城新区政府雷锋大道中新森林海,112.8319258719136,28.35108996325513,4738,41.8,88.24,2,2,1,南,8.0,0,满五年,中层,6.0,0,1,10,10,10
456,芙蓉马王堆远大一路1149号辉煌国际城(一期),113.04178076110279,28.205125688590158,10747,128.8,119.85,3,2,2,南,13.0,0,满五年,中层,30.0,4,2,10,10,10
457,开福湘江中路湘江大道288号华盛新外滩,112.96942340604947,28.21494721176088,12515,189,151.03,3,2,2,南北,15.0,1,满五年,低层,33.0,1,0,9,10,10
458,开福广电中心共和路277号维一星城原山苑,113.03194757033965,28.247990251196125,9796,92,93.92,4,2,2,南北,9.0,1,满五年,低层,22.0,1,1,10,10,10
459,天心暮云万家丽南路五矿格澜郡,113.00084004724465,28.062400283108225,8891,110,123.73,3,2,2,南北,9.0,0,满五年,高层,18.0,1,1,10,5,10
460,开福四方坪东二环二段632号福嘉园,113.01610498438559,28.237944812596535,9889,80.8,81.71,2,2,1,南,9.0,1,满五年,中层,34.0,3,5,10,8,10
461,星沙星沙大道东升路42号蝴蝶谷,113.06634856393376,28.236130660850208,5809,52.8,90.9,3,2,1,南北,11.0,0,满五年,中层,33.0,0,1,10,0,10
462,岳麓市政府杜鹃路199号阳光新城,112.9375327327285,28.23374356954592,9437,103.8,110,3,2,2,南北,15.0,1,满五年,低层,11.0,0,0,10,10,10
463,开福开福周边高冲路8号绿地海外滩(一期),112.94194364774027,28.312307869534553,5660,48,84.82,3,2,1,南,7.0,0,满五年,高层,32.0,0,2,1,0,6
464,芙蓉马王堆万家丽北路439号浏阳河畔,113.0267400330023,28.21085195461305,8856,123,138.89,4,2,2,南,17.0,1,满五年,低层,27.0,1,3,10,10,10
465,岳麓中海国际云栖路175号中海国际社区(一期),112.92056926246433,28.14201260043649,9642,123,127.58,4,2,2,南北,9.0,1,,低层,33.0,0,4,10,10,10
466,雨花赤岗冲红花坡路139号名都凯旋城,113.0026444319639,28.170642126713876,7477,100.8,134.82,3,2,2,南北,16.0,1,满五年,低层,17.0,5,1,10,10,10
467,"星沙开元路特立路,近黄兴大道长房星昇公馆",113.11874713779113,28.25637107783465,11667,168,144,4,2,2,南北,5.0,1,满二年,中层,25.0,2,1,10,10,10
468,天心铁道学院竹塘西路228号剑桥名门,112.98183427452693,28.14653056461938,8545,106,124.05,3,2,2,南,12.0,1,满五年,高层,32.0,0,4,10,10,10
469,岳麓含浦联丰路109号华润橡树湾,112.9099372049055,28.135898162774296,10301,96.8,93.98,3,2,1,南北,8.0,0,满五年,高层,34.0,0,4,10,10,10
470,雨花雨花区政府圭塘路650号德润小区(北区),113.02281484793637,28.12440456131471,9730,120,123.33,3,2,2,南北,6.0,1,满五年,高层,29.0,2,0,10,10,10
471,"岳麓银盆岭岳麓大道,近潇湘北路保利天禧(C区)",112.95493634131888,28.22722323568206,18743,260,138.72,4,2,2,南北,3.0,1,满五年,高层,41.0,2,2,10,10,10
472,雨花雨花区政府大唐路176号7-13栋鑫天御景湾(7-13栋),113.02965487152697,28.12550435127061,10215,158,154.68,4,2,2,南北,10.0,1,满五年,低层,26.0,0,1,10,10,10
473,星沙开元路望仙路10号印山蓝色海岸,113.08507324984447,28.2565092404724,7453,69.8,93.66,3,2,2,南北,8.0,1,满五年,高层,33.0,0,4,10,10,10
474,雨花高桥嘉雨路488号泊爱蓝湾,113.02772515193172,28.18426767740521,10351,95,91.78,3,2,2,南北,9.0,1,,中层,33.0,1,2,10,9,10
475,开福广电中心万家丽北路一段899号月湖兰庭,113.03627804869244,28.23937958396949,7924,110,138.82,3,2,2,南北,10.0,1,满五年,中层,20.0,1,1,10,7,10
476,"开福马厂洪山西路,近福元西路万科城(三期)",112.98847393174904,28.24962046193532,10814,98,90.63,3,2,1,南北,9.0,1,,中层,34.0,1,0,10,4,10
477,雨花汽车南站桃花路欧莱雅郡(东区),113.0238281733951,28.095317693241963,10242,86,83.97,3,2,1,南,12.0,1,满五年,中层,33.0,2,2,10,7,10
478,开福四方坪双拥路世方水岸,113.01081667373545,28.24278927575018,8897,120,134.89,3,2,2,南北,12.0,1,满五年,中层,32.0,2,8,10,10,10
479,雨花高桥朝晖路499号锦湘国际锦美苑,113.02647656485713,28.180307906667046,8434,102,120.94,3,2,2,南北,16.0,1,,中层,6.0,0,1,10,10,10
480,"望城普瑞大道西黄金西路,近东方红路荣盛岳麓峰景",112.85992417386426,28.25975085374637,9228,102,110.54,3,2,2,南北,5.0,0,满五年,中层,33.0,0,0,5,0,10
481,岳麓雷锋大道岳麓西大道碧桂园荟隽棠,112.81588116696004,28.244167001444023,9879,129,130.59,4,2,2,南北,5.0,0,满五年,低层,11.0,0,0,8,0,1
482,雨花雨花区政府香莲路165号雨花家园和雅苑,113.03518511295724,28.13562467256184,8916,115,128.99,3,2,2,南北,18.0,1,满五年,中层,6.0,1,4,10,10,10
483,星沙开元路凉塘东路幸福洋房,113.16493482123045,28.245529392161167,8836,69.8,79,3,2,1,南,18.0,1,满五年,高层,10.0,0,1,8,2,10
484,望城望城步行街雷峰东路联诚雅郡,112.82234395529417,28.363063142361902,6455,56.8,88,3,2,1,南北,5.0,0,满五年,低层,33.0,0,1,10,10,10
485,望城普瑞大道金星北路浩龙音乐界,112.90904777904939,28.305467596530537,5464,70,128.13,3,2,2,南,12.0,1,满二年,中层,29.0,0,0,10,8,10
486,岳麓梅溪湖北映日路振业城(三期),112.8938333966829,28.204407209504534,15837,186,117.45,4,2,3,南北,6.0,1,满五年,低层,29.0,1,5,10,10,10
487,岳麓梅溪湖南映日路1166号梅溪正荣府,112.88206548150889,28.174933468060637,17009,219,128.76,4,2,2,南北,5.0,0,满五年,低层,11.0,0,0,3,0,0
488,天心明德中学青山路鑫远湘府逸园,112.96408690361713,28.118413702623823,10472,93.8,89.58,3,2,1,南,11.0,0,满五年,中层,17.0,0,6,10,3,10
489,雨花红星万家丽中路399号翡翠云天,113.03676564223406,28.11049188984474,9571,115,120.16,4,2,2,南,9.0,1,满五年,低层,19.0,0,0,10,6,10
490,天心金盆岭殷家冲路乾城江来,112.96299344144775,28.153314288507143,9514,120,126.14,3,2,2,南北,8.0,0,满五年,低层,32.0,0,1,9,9,10
491,岳麓市政府谷丰中路209号荣泰广场,112.92106573846428,28.238803598115368,10346,88,85.06,3,2,1,南北,5.0,0,满二年,低层,34.0,0,3,10,6,10
492,雨花汽车南站石燕湖路佳兆业水岸新都(东区),113.07368816655651,28.04994369516385,5564,43.5,78.19,2,2,1,南,9.0,0,满五年,高层,33.0,0,0,0,2,3
493,天心长沙理工大学万家丽南路二段968号卢浮原著,112.99804968616952,28.064973351397924,8572,112,130.66,3,2,2,南北,6.0,1,满五年,高层,17.0,1,1,10,6,10
494,开福山语城兴联路福晟钱隆国际,112.9646582461881,28.300089483200356,9250,124.9,135.02,4,2,2,南北,3.0,0,满五年,高层,34.0,0,0,7,2,10
495,芙蓉人民东路合平路爵世名邸东湖,113.08415283124171,28.19712669422418,9578,126,131.56,4,2,2,南北,6.0,1,满五年,中层,34.0,1,1,10,10,10
496,岳麓洋湖湿地公园福祥路189号中天栖溪里,112.93616169216648,28.12658725151786,16234,179.8,110.76,2,2,1,南,9.0,1,满五年,低层,16.0,0,4,10,4,10
497,开福山语城秀峰路山语城(一期),112.96341698830203,28.29272643726248,8156,103,126.29,3,2,2,南北,12.0,0,满五年,高层,18.0,0,0,6,1,10
498,芙蓉马王堆紫薇路132号湖南省假肢矫正康复中心宿舍,113.01737764052233,28.195267803079016,6142,45.5,74.09,2,2,1,南,28.0,1,满五年,中层,7.0,5,4,10,10,10
499,开福四方坪车站北路919号第一湾,113.00036874022476,28.24226019150308,11503,96,83.46,3,2,1,南,12.0,1,满五年,高层,33.0,1,4,10,7,10
500,"雨花时代阳光大道时代阳光大道,近林科路中建嘉和城凤凰台",113.05376531794774,28.09821179275733,9322,113,121.22,3,2,2,南,2.0,0,满二年,中层,29.0,0,2,10,8,10
501,岳麓咸嘉湖熊家港巷1号保利海德公园,112.93573591251172,28.218473988398127,16947,185,109.17,3,2,2,南北,5.0,1,满五年,中层,20.0,2,1,10,10,10
502,雨花时代阳光大道时代阳光大道513号碧桂园南城首府,113.04996279204376,28.097734211739798,9324,112,120.13,3,2,2,南北,5.0,0,,中层,30.0,2,1,10,8,10
503,天心金盆岭赤岭路348号金碧文华,112.96866712686048,28.15491640719775,8826,99,112.17,3,2,2,南北,16.0,1,满五年,低层,17.0,0,1,6,5,10
504,"星沙万家丽北路特立西路,近锦绣路湖湘奥林匹克花园",113.05594960819676,28.25806551924836,8206,79.9,97.37,3,2,1,南,7.0,1,满五年,高层,28.0,1,0,10,10,10
505,岳麓银盆岭银盆南路景秀江山(南区),112.9498104424639,28.215415922135314,9822,104,105.89,3,2,2,南北,12.0,1,满五年,中层,20.0,2,3,10,10,10
506,开福马厂福元西路99号珠江郦城,112.9833480434569,28.261239698789595,10758,98,91.1,3,2,1,南,8.0,1,满五年,低层,32.0,0,1,10,6,10
507,岳麓湘雅三医院英才园路51号英才园丰颐苑,112.93949490241448,28.219448095337825,10267,142.8,139.09,3,2,2,南北,14.0,1,,中层,11.0,2,1,10,10,10
508,开福开福区政府兴联路360号福晟钱隆世家,112.96805162547064,28.301108030940796,10652,152,142.7,4,2,2,南北,6.0,0,满五年,中层,33.0,1,1,10,7,10
509,雨花雨花区政府圭塘路五江天街(南区),113.02472414586683,28.134709537494704,10211,99.9,97.84,3,2,1,南,2.0,1,满五年,低层,31.0,0,0,10,10,10
510,长沙县长沙县周边湘龙路保利金香槟,113.03990291200179,28.273591892898025,8889,112,126,3,2,2,南,2.0,1,满五年,高层,11.0,0,1,3,0,8
511,天心新省政府南新姚南路369号银桂苑,112.97172463094117,28.109119459997515,8988,164.8,183.36,5,2,2,南北,14.0,1,满五年,低层,6.0,0,1,10,7,10
512,星沙通程广场板仓北路33号开源鑫阁,113.07143102448556,28.249883008716996,4214,75,178,4,2,2,南北,18.0,1,满五年,低层,32.0,1,3,10,10,10
513,天心芙蓉南路芙蓉南路二段103号生活艺术城,112.98337500032798,28.104535600327885,9483,115,121.27,3,2,2,南北,14.0,1,满五年,低层,11.0,0,2,10,8,10
514,开福马厂福城路108号顺天黄金海岸,112.97954797947433,28.25338891680143,8796,103,117.1,3,2,2,南北,15.0,1,满五年,高层,33.0,0,0,3,0,10
515,雨花时代阳光大道双塘路华银天际(C区),113.01057705114843,28.101898183765062,9031,115,127.34,3,2,2,南北,9.0,1,满五年,中层,18.0,1,4,10,10,10
516,开福开福周边太阳山路1号卓越青竹湖,112.96658026509466,28.337975658180227,8527,105,123.14,3,2,2,南,4.0,0,满二年,中层,31.0,0,0,4,3,10
517,开福四方坪浏阳河412号四方锦城,113.00536690194495,28.23519370829622,7768,105,135.17,3,2,2,南北,12.0,1,满五年,低层,18.0,1,1,10,10,10
518,"望城望城新区政府马桥河,近同心路鸿海公园里",112.82593786245218,28.35689601358074,5076,53.8,106,3,2,2,南北,5.0,0,满五年,低层,34.0,0,2,10,10,10
519,天心暮云芙蓉南路山水南雅(别墅),112.98824169214183,28.04318128896677,11111,300,270.01,7,2,4,南北,16.0,0,,,1.0,0,0,10,1,10
520,开福广电中心金鹰路金鹰城圣爵菲斯,113.0442100129738,28.245827336450652,10404,173.9,167.14,4,2,2,南北,14.0,1,满五年,低层,11.0,3,1,10,10,10
521,雨花韶山南路黑梨路丰园城,113.01598868184486,28.092534883513473,8445,107,126.71,3,2,2,南北,6.0,0,,中层,11.0,1,3,10,4,10
522,开福马厂福元西路199号万国城MOMA(三期),112.99393590133221,28.257316812027067,9643,86.8,90.02,3,2,1,南北,9.0,1,满五年,低层,34.0,1,1,10,10,10
523,雨花雨花亭芙蓉中路三段569号第六都,112.98338506598519,28.152966612692996,15111,195,129.05,3,2,2,南北,9.0,1,,低层,33.0,0,3,10,10,10
524,开福湘江世纪城湘江北路湘江世纪城星江苑,112.97214880921544,28.26501426336149,9104,112,123.03,3,2,1,南北,14.0,1,满五年,高层,33.0,1,1,7,0,3
525,"芙蓉汽车东站农园路,近滨河路龙湖碧桂园天宸原著",113.04536556162304,28.200422140624124,13653,194,142.1,4,2,2,南北,3.0,1,满五年,低层,34.0,4,4,10,10,10
526,雨花体育新城劳动东路820号恒大绿洲,113.04835528561762,28.158789937173246,9005,126,139.93,4,2,2,南北,11.0,1,满五年,中层,32.0,1,1,10,10,10
527,雨花雨花周边万家丽南路中南国际眼镜城,113.02515930869201,28.07290087633816,8406,110,130.86,4,2,2,南,6.0,0,满二年,高层,27.0,3,1,10,10,10
528,望城望城新区政府高冲路亿达智造小镇望天悦,112.81951814920869,28.320405144069632,5455,78,143,4,2,2,南,2.0,0,满五年,中层,27.0,0,0,10,0,4
