ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseRoom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum
613,浦口高新区浦洲路5号海润枫景花园,118.72086526761964,32.16484974001014,10921,94.0,86.08,2,5,南北,16.0,1,满五年,低层,6.0
614,浦口高新区星火路8号新城香溢紫郡,118.6913238713574,32.166305572665046,13385,134.9,100.79,3,6,南北,11.0,0,满二年,高层,31.0
615,栖霞摄山星城疏港大道华侨城翡翠天域星园二期,118.99293250452686,32.152472527866635,16738,188.0,112.32,3,7,南北,5.0,0,满二年,低层,22.0
616,"南京周边镇江宝华大道,近亭华线碧桂园大学印象",118.6929944395742,31.883846699057557,7000,66.5,95.0,3,6,南北,4.0,0,满二年,中层,33.0
617,六合大厂杨新路77号福基紫景园,118.7262942871226,32.210380301794785,10562,125.0,118.35,3,6,南,14.0,1,满五年,中层,6.0
618,浦口高新区丽景路6号高新花苑,118.7071804163986,32.1626563254289,12355,105.0,84.99,2,5,南北,17.0,1,满五年,中层,11.0
619,江宁科学园竹山路220号外港新村(二期),118.8444135872696,31.946943711134274,22655,128.0,56.5,2,4,西,23.0,0,满五年,,5.0
620,玄武红山红山路161号碧玉苑,118.80177012549008,32.09804864882507,20310,159.0,78.29,2,4,南北,24.0,1,满五年,中层,6.0
621,浦口桥北滨江大道1号明发滨江新城(三期),118.74114390437136,32.136436369226715,15131,174.0,115.0,3,6,南北,14.0,1,满五年,中层,27.0
622,江宁麒麟科技城丹霞街18号麒麟紫荆城晨光苑,118.9192644768568,32.0485093967135,12223,110.0,90.0,2,4,南北,10.0,0,满五年,高层,11.0
623,六合雄州王桥路199号华城名府,118.83237754408368,32.33352396548033,12353,108.0,87.43,2,5,南北,8.0,1,满二年,中层,18.0
624,南京周边镇江牡丹西路38号碧桂园翡翠华府(一期),118.79535180746473,32.03758068392299,6083,58.0,95.35,3,6,南北,5.0,0,满二年,中层,30.0
625,浦口江浦街道珠泉路3号浦珠花园,118.63169161605472,32.060719913391296,14965,159.0,106.25,3,6,南北,15.0,1,满二年,中层,6.0
