ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseLivingRoom,houseBathroom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum,subwayAround,parkAround,schoolAround,busAround,shopping_mallAround
60,东西湖金银湖新桥五路2号融创观澜壹号(西区),114.15625935522912,30.64714538425895,8932,123,137.72,4,2,2,南北,4.0,0,满二年,中层,47.0,1,1,10,10,10
61,汉阳王家湾玉龙路168号中国铁建国际城,114.19347216035366,30.562438357938845,12903,138,106.96,3,2,1,南,9.0,0,,低层,32.0,0,0,0,7,10
62,新洲阳逻开发区翔飞路阳逻万达广场御江,114.60289393364931,30.686610500209774,5177,47,90.8,3,2,1,南北,2.0,0,,中层,17.0,0,0,2,3,10
63,江汉汉口火车站三眼桥路305号（6号线唐家墩站B出口）万科公园5号(新房),114.26491315061884,30.623518518676896,21076,196,93,3,2,1,东西,,0,,,,3,1,10,10,10
64,江夏金融港中芯一路万科魅力之城(南区),114.43358174259589,30.448501385782574,17708,144,81.32,3,2,1,南北,14.0,1,满五年,高层,18.0,2,1,10,10,10
65,汉阳钟家村江堤中路8号水墨丹青,114.24102429468618,30.538758936787836,10422,135,129.54,3,2,2,南北,18.0,0,满二年,高层,11.0,0,1,5,10,10
66,洪山白沙洲烽胜路66号东原启城(一期),114.28598179305176,30.470801967575955,14360,162,112.82,3,2,2,南北,6.0,1,,中层,45.0,0,1,10,10,10
67,汉阳四新芳草路纽宾凯国际社区蜜城,114.20163451206975,30.536143454430736,15062,122,81,2,2,1,南北,6.0,1,满二年,高层,34.0,5,2,3,10,10
68,汉阳建港晴川大道与芳洲路交汇处新港临江汇(新房),114.2470748362275,30.5192182884255,14020,162,115.55,3,2,2,南,,0,,,,3,3,10,10,10
69,汉阳王家湾琴台大道503号国信新城(二三期),114.21494196591352,30.57015053503362,10103,126,124.72,3,2,2,南北,19.0,1,满二年,高层,11.0,2,0,10,10,10
70,洪山新南湖野芷湖西路3号保利心语(二期),114.3204041794615,30.477118092045117,17149,230,134.12,4,2,2,南北,17.0,0,,中层,25.0,1,1,10,10,10
71,硚口古田辛家地北路48号美好名流汇(一期),114.1941043622043,30.595644854270624,13800,150,108.7,3,2,2,南北,5.0,1,,中层,18.0,0,0,4,10,10
72,洪山白沙洲文化大道与云潮路交叉路口，地铁7号线新路村站A出口翰林尚苑(新房),114.31216054373722,30.44400908006941,15000,153,102,3,2,1,南北,,0,,,,1,1,10,8,10
73,江汉杨汊湖新湾二路3号金色雅园金源苑,114.24024858388279,30.625722671635774,16201,135,83.33,2,2,1,南,21.0,1,满二年,高层,7.0,2,1,7,10,10
74,黄陂武湖汉口北大道汉北玺园,114.4077941515061,30.721219633493924,6885,76,110.39,3,2,2,南北,9.0,1,,高层,24.0,1,0,3,9,10
75,蔡甸蔡甸城区茂林路9号福晟滨江国际,114.03358908992267,30.58545201661601,5745,51,88.78,3,2,1,南北,6.0,1,满二年,高层,33.0,1,0,10,10,10
76,黄陂盘龙城腾龙大道龙城汇萃园,114.27539089042868,30.716588768511954,8687,76,87.49,3,2,1,南,5.0,0,,高层,31.0,0,0,5,7,10
77,汉阳鹦鹉晴川大道与显正街交汇处中海寰宇天下,114.26114312437805,30.549598665949393,18549,230,124,3,2,2,南北,,0,,,,1,0,10,10,10
78,武昌南湖花园恒安路77号宝安花园,114.30741610923432,30.510152476753873,20390,174,85.34,2,2,1,南,24.0,1,满五年,高层,6.0,1,0,6,10,10
79,江岸后湖青松路259号融创融公馆(二期),114.25491498844617,30.64215944864217,15433,189,122.47,3,2,2,南,5.0,1,满二年,高层,34.0,1,4,10,10,10
80,江汉常青常青路167号万科城,114.2297780429906,30.62852237694473,15448,140,90.63,2,2,1,东南,10.0,0,,低层,23.0,1,1,10,10,10
81,江岸百步亭解放大道轻轨1号线滕子岗站约700米幸福湾·星语,114.34001000636634,30.683617579398334,21072,177,84,2,2,1,南北,,0,,,,1,0,1,1,10
82,江岸百步亭温馨路35号幸福时代(四期),114.30584239608639,30.659333045346017,16302,145,88.95,3,2,1,南,8.0,1,满二年,低层,34.0,4,1,2,10,10
83,洪山白沙洲烽胜路20号保利上城东区,114.28622888209607,30.498030245338754,12907,123,95.3,3,2,1,南,8.0,1,满二年,中层,34.0,0,1,10,10,10
84,洪山九峰山森林公园希琥路与纹璜街交汇处（花山河地铁站旁）联投·花山河,114.50997249632147,30.542558551724923,14041,139,99,3,2,2,南北,,0,,,,1,0,2,10,3
85,江岸百步亭温馨路花样年花好园东区,114.30572991907,30.653879691916842,18009,179,99.4,3,2,1,南,1.0,1,,高层,33.0,5,2,2,10,10
86,江汉汉口火车站常青一路157-7号万科锦园,114.25098068069835,30.624093864865,14302,117,81.81,2,2,1,西南,5.0,0,,高层,42.0,1,1,2,10,10
87,洪山光谷东高新二路333号朗诗里程,114.5143291620175,30.479204628312452,13043,110,84.34,2,2,1,南,10.0,1,满五年,低层,34.0,1,1,0,10,10
88,汉阳鹦鹉拦江路193号鹦鹉花园,114.26624596596548,30.543413252399034,14917,185,124.02,3,2,2,南北,25.0,1,满二年,中层,8.0,1,0,10,10,10
89,黄陂横店红寨路中南拂晓城(109地块),114.26558876282596,30.762817552358474,6638,75,113,3,2,2,南北,4.0,1,,中层,15.0,0,0,0,5,3
90,武昌水果湖八一路87号银海华庭,114.33805355561762,30.541251986346612,19393,268,138.2,3,2,1,南北,21.0,1,满五年,高层,26.0,3,1,10,10,10
91,青山和平大道建设一路8号东兴天地C区,114.36342022128824,30.628968733027186,13005,117,89.97,2,2,1,南,14.0,1,满二年,中层,31.0,2,1,10,10,10
92,洪山珞狮南路雄楚大道万科翡翠云台,114.35501960259295,30.504476908338702,33941,365,107.54,2,2,2,南北,5.0,0,满五年,低层,11.0,1,2,10,5,10
